Datum,BundeslandID,Name,BestaetigteFaelleBundeslaender,Todesfaelle,Genesen,Hospitalisierung,Intensivstation,Testungen,TestungenPCR,TestungenAntigen,TestungenPCRTaeglich,HospitalisierungTaeglich,Neuinfektionen,Positivrate
2021-04-04,10,Österreich,560972,9482,516084,2312.0,564,24779805,6840428,17939377,39488.0,99.0,2217.0,5614.363857374392
2021-04-05,1,Burgenland,16459,289,14879,83.0,21,1022796,188567,834229,454.0,1.0,62.0,13656.387665198237
2021-04-05,2,Kärnten,34860,750,32353,95.0,13,1024436,255285,769151,503.0,5.0,133.0,26441.351888667992
2021-04-05,3,Niederösterreich,96931,1591,86779,462.0,116,5724746,1475199,4249547,6455.0,-8.0,411.0,6367.157242447715
2021-04-05,4,Oberösterreich,101510,1628,96035,328.0,73,3596428,629818,2966610,1752.0,13.0,322.0,18378.995433789954
2021-04-05,5,Salzburg,44443,543,41611,113.0,22,1488972,328297,1160675,970.0,8.0,141.0,14536.082474226803
2021-04-05,6,Steiermark,67772,1877,62087,342.0,61,3020536,605935,2414601,1819.0,16.0,223.0,12259.483232545355
2021-04-05,7,Tirol,55382,597,52327,154.0,33,2491656,747621,1744035,6642.0,4.0,171.0,2574.5257452574524
2021-04-05,8,Vorarlberg,25688,282,24616,35.0,6,1426164,201209,1224955,290.0,7.0,31.0,10689.655172413793
2021-04-05,9,Wien,119862,1960,108515,783.0,233,5203615,2435707,2767908,8325.0,37.0,441.0,5297.2972972972975
2021-04-05,10,Österreich,562907,9517,519202,2395.0,578,24999349,6867638,18131711,27210.0,83.0,1935.0,7111.35611907387
2021-04-06,1,Burgenland,16562,290,14989,91.0,20,1033403,189366,844037,799.0,8.0,103.0,12891.113892365456
2021-04-06,2,Kärnten,35019,753,32686,92.0,17,1038815,256459,782356,1174.0,-3.0,159.0,13543.44122657581
2021-04-06,3,Niederösterreich,97405,1595,87548,520.0,126,5801219,1481130,4320089,5931.0,58.0,474.0,7991.906929691451
2021-04-06,4,Oberösterreich,101967,1631,96481,331.0,72,3656302,631815,3024487,1997.0,3.0,457.0,22884.3264897346
2021-04-06,5,Salzburg,44640,543,41856,117.0,23,1530422,329902,1200520,1605.0,4.0,197.0,12274.143302180686
2021-04-06,6,Steiermark,68024,1882,62432,359.0,65,3091240,609540,2481700,3605.0,17.0,252.0,6990.291262135922
2021-04-06,7,Tirol,55593,598,52610,151.0,30,2650259,753905,1896354,6284.0,-3.0,211.0,3357.733927434755
2021-04-06,8,Vorarlberg,25806,282,24649,32.0,7,1458976,210354,1248622,9145.0,-3.0,118.0,1290.3225806451612
2021-04-06,9,Wien,120992,1972,109523,762.0,221,5255361,2473660,2781701,37953.0,-21.0,1130.0,2977.3667430769638
2021-04-06,10,Österreich,566008,9546,522774,2455.0,581,25515997,6936131,18579866,68493.0,60.0,3101.0,4527.469960433913
2021-04-07,1,Burgenland,16655,295,15160,93.0,25,1047236,190519,856717,1153.0,2.0,93.0,8065.915004336513
2021-04-07,2,Kärnten,35183,755,32780,87.0,15,1072569,257448,815121,989.0,-5.0,164.0,16582.406471183014
2021-04-07,3,Niederösterreich,97770,1604,88077,500.0,123,5879319,1487543,4391776,6413.0,-20.0,365.0,5691.564010603462
2021-04-07,4,Oberösterreich,102471,1632,96804,316.0,70,3723290,634877,3088413,3062.0,-15.0,504.0,16459.830176355325
2021-04-07,5,Salzburg,44761,545,42061,112.0,22,1552358,331327,1221031,1425.0,-5.0,121.0,8491.228070175439
2021-04-07,6,Steiermark,68365,1889,62744,362.0,63,3125254,612388,2512866,2848.0,3.0,341.0,11973.314606741573
2021-04-07,7,Tirol,55790,603,52858,156.0,30,2665899,759518,1906381,5613.0,5.0,197.0,3509.7096027079992
2021-04-07,8,Vorarlberg,25904,283,24653,33.0,7,1482416,211060,1271356,706.0,1.0,98.0,13881.019830028328
2021-04-07,9,Wien,122015,1980,110545,757.0,223,5320157,2518947,2801210,45287.0,-5.0,1023.0,2258.9264027204276
2021-04-07,10,Österreich,568914,9586,525682,2416.0,578,25868498,7003627,18864871,67496.0,-39.0,2906.0,4305.440322389475
2021-04-08,1,Burgenland,16775,296,15325,92.0,26,1056992,190718,866274,199.0,-1.0,120.0,6745.567472842744
2021-04-08,2,Kärnten,35438,757,32967,94.0,16,1073542,258421,815121,973.0,7.0,255.0,26207.605344295993
2021-04-08,3,Niederösterreich,98301,1614,88716,492.0,121,5950688,1500073,4450615,12530.0,-8.0,531.0,4237.829209896249
2021-04-08,4,Oberösterreich,102929,1634,97342,320.0,67,3777942,636911,3141031,2034.0,4.0,458.0,22517.207472959686
2021-04-08,5,Salzburg,44995,545,42267,109.0,22,1574675,333300,1241375,1973.0,-3.0,234.0,11860.111505321845
2021-04-08,6,Steiermark,68592,1900,63057,346.0,62,3155878,615068,2540810,2680.0,-16.0,227.0,8470.149253731342
2021-04-08,7,Tirol,56032,603,53128,145.0,31,2680352,764801,1915551,5283.0,-11.0,242.0,4580.730645466591
2021-04-08,8,Vorarlberg,26010,283,24673,34.0,9,1506813,211873,1294940,813.0,1.0,106.0,13038.130381303814
2021-04-08,9,Wien,122544,1992,111716,762.0,226,5384956,2568944,2816012,49997.0,5.0,529.0,1058.0634838090286
2021-04-08,10,Österreich,571616,9624,529191,2394.0,580,26161838,7080109,19081729,76482.0,-22.0,2702.0,3532.8574043565804
2021-04-09,1,Burgenland,16849,299,15440,93.0,24,1074010,192082,881928,1364.0,1.0,74.0,5425.219941348973
2021-04-09,2,Kärnten,35667,759,33181,92.0,14,1074447,259287,815160,866.0,-2.0,229.0,26443.41801385681
2021-04-09,3,Niederösterreich,98859,1625,89572,490.0,120,6031253,1512942,4518311,12869.0,-2.0,558.0,4336.001243297847
2021-04-09,4,Oberösterreich,103453,1638,97825,302.0,66,3815087,639278,3175809,2367.0,-18.0,524.0,22137.72708069286
2021-04-09,5,Salzburg,45192,545,42470,105.0,25,1599158,334662,1264496,1362.0,-4.0,197.0,14464.0234948605
2021-04-09,6,Steiermark,69040,1907,63406,338.0,60,3192321,617164,2575157,2096.0,-8.0,448.0,21374.045801526718
2021-04-09,7,Tirol,56210,604,53402,146.0,34,2696118,769685,1926433,4884.0,1.0,178.0,3644.5536445536445
2021-04-09,8,Vorarlberg,26107,284,24720,34.0,8,1541976,212752,1329224,879.0,0.0,97.0,11035.267349260523
2021-04-09,9,Wien,123378,2001,112523,759.0,235,5453864,2613347,2840517,44403.0,-3.0,834.0,1878.2514694953043
2021-04-09,10,Österreich,574755,9662,532539,2359.0,586,26478234,7151199,19327035,71090.0,-35.0,3139.0,4415.529610353074
2021-04-10,1,Burgenland,16901,300,15542,81.0,23,1080084,192865,887219,783.0,-12.0,52.0,6641.123882503193
2021-04-10,2,Kärnten,35785,760,33396,94.0,14,1075064,259873,815191,586.0,2.0,118.0,20136.51877133106
2021-04-10,3,Niederösterreich,99396,1630,90373,484.0,125,6091597,1522522,4569075,9580.0,-6.0,537.0,5605.427974947808
